-175,00	488,75
-170,00	449,29
-165,00	408,50
-160,00	350,77
-155,00	281,89
-150,00	218,13
-145,00	139,61
-140,00	65,42
-135,00	80,90
-130,00	163,70
-125,00	220,26
-120,00	281,97
-115,00	310,64
-110,00	350,51
-105,00	361,73
-100,00	381,54
-95,00	387,51
-90,00	375,59
-85,00	359,48
-80,00	351,57
-75,00	342,10
-70,00	347,59
-65,00	336,84
-60,00	375,22
-55,00	393,98
-50,00	416,72
-45,00	422,39
-40,00	434,44
-35,00	439,67
-30,00	418,18
-25,00	416,69
-20,00	407,28
-15,00	394,11
-10,00	392,30
-5,00	406,86
0,00	401,02
5,00	419,71
10,00	398,65
15,00	394,28
20,00	379,21
25,00	343,01
30,00	305,98
35,00	243,41
40,00	173,35
45,00	103,35
50,00	29,79
55,00	67,11
60,00	108,07
65,00	209,64
70,00	247,24
75,00	301,14
80,00	333,58
85,00	375,44
90,00	419,94
95,00	449,70
100,00	482,11
105,00	508,27
110,00	553,78
115,00	580,52
120,00	628,53
125,00	657,88
130,00	690,19
135,00	701,63
140,00	718,31
145,00	709,99
150,00	705,23
155,00	691,11
160,00	661,50
165,00	645,66
170,00	614,33
175,00	599,56
180,00	557,88
-175,00	488,75
