-175,00	571,14
-170,00	568,44
-165,00	535,76
-160,00	513,84
-155,00	470,86
-150,00	438,69
-145,00	401,98
-140,00	367,13
-135,00	339,77
-130,00	322,09
-125,00	309,98
-120,00	308,37
-115,00	325,54
-110,00	330,30
-105,00	341,06
-100,00	347,57
-95,00	343,00
-90,00	335,69
-85,00	324,66
-80,00	303,72
-75,00	284,91
-70,00	262,67
-65,00	260,50
-60,00	246,29
-55,00	266,70
-50,00	311,84
-45,00	330,81
-40,00	369,36
-35,00	443,12
-30,00	485,18
-25,00	546,19
-20,00	586,31
-15,00	621,43
-10,00	628,39
-5,00	638,13
0,00	639,28
5,00	627,43
10,00	614,02
15,00	569,14
20,00	531,36
25,00	494,43
30,00	433,16
35,00	394,39
40,00	355,88
45,00	333,16
50,00	313,75
55,00	325,60
60,00	327,40
65,00	344,76
70,00	381,23
75,00	384,42
80,00	412,89
85,00	422,61
90,00	421,27
95,00	417,03
100,00	411,86
105,00	386,01
110,00	380,88
115,00	353,93
120,00	344,19
125,00	334,65
130,00	359,67
135,00	373,79
140,00	409,67
145,00	431,07
150,00	468,02
155,00	512,97
160,00	534,62
165,00	555,78
170,00	582,11
175,00	597,59
180,00	584,30
-175,00	571,14
